HS 1988/92 Product Code,HS 1988/92 Product Description,SITC Revision 2 Product Code,SITC Revision 2 Product Description
030211,Fresh or chilled trout,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030212,"Fresh or chilled Pacific, Atlantic and Danube s",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030219,Fresh or chilled salmonidae (excl. 0302.11 and,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030221,Fresh or chilled halibut,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030222,Fresh or chilled plaice,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030223,Fresh or chilled sole,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030229,"Fresh or chilled flat fish (excl. halibut, plai",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030231,Fresh or chilled albacore or longfinned tunas,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030232,Fresh or chilled yellowfin tunas,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030233,Fresh or chilled skipjack or stripe-bellied bon,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030239,"Fresh or chilled tunas, nes",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030240,Fresh or chilled herrings (excl. livers and roe,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030250,Fresh or chilled cod (excl. livers and roes),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030261,"Fresh or chilled sardines, brisling or sparts",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030262,Fresh or chilled haddock,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030263,Fresh or chilled coalfish,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030264,Fresh or chilled mackerel,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030265,Fresh or chilled dogfish and other sharks,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030266,Fresh or chilled eels,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030269,"Fresh or chilled fish, nes",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030270,Fresh or chilled fish livers and roes,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030310,Frozen Pacific salmon,0342,"Fish,frozen (excluding fillets)"
030321,Frozen trout,0342,"Fish,frozen (excluding fillets)"
030322,Frozen Atlantic and Danube salmon,0342,"Fish,frozen (excluding fillets)"
030329,"Frozen salmonidae (excl. Pacific, Atlantic, Dan",0342,"Fish,frozen (excluding fillets)"
030331,Frozen halibut,0342,"Fish,frozen (excluding fillets)"
030332,Frozen plaice,0342,"Fish,frozen (excluding fillets)"
030333,Frozen sole,0342,"Fish,frozen (excluding fillets)"
030339,"Frozen flat fish (excl. halibut, plaice and sol",0342,"Fish,frozen (excluding fillets)"
030341,Frozen albacore or longfinned tunas,0342,"Fish,frozen (excluding fillets)"
030342,Frozen yellowfin tunas,0342,"Fish,frozen (excluding fillets)"
030343,Frozen skipjack or stripe-bellied bonito,0342,"Fish,frozen (excluding fillets)"
030349,"Frozen tunas, nes",0342,"Fish,frozen (excluding fillets)"
030350,Frozen herrings (excl. livers and roes),0342,"Fish,frozen (excluding fillets)"
030360,Frozen cod (excl. livers and roes),0342,"Fish,frozen (excluding fillets)"
030371,"Frozen sardines, brisling or sprats",0342,"Fish,frozen (excluding fillets)"
030372,Frozen haddock,0342,"Fish,frozen (excluding fillets)"
030373,Frozen coalfish,0342,"Fish,frozen (excluding fillets)"
030374,Frozen mackerel,0342,"Fish,frozen (excluding fillets)"
030375,Frozen dogfish and sharks,0342,"Fish,frozen (excluding fillets)"
030376,Frozen eels,0342,"Fish,frozen (excluding fillets)"
030377,Frozen sea-bass,0342,"Fish,frozen (excluding fillets)"
030378,Frozen hake,0342,"Fish,frozen (excluding fillets)"
030379,"Frozen fish, nes",0342,"Fish,frozen (excluding fillets)"
030380,Frozen fish livers and roes,0344,"Fish fillets,frozen"
030410,Fresh or chilled fish fillets,0343,"Fish fillets,fresh or chilled"
030420,Frozen fish fillets,0344,"Fish fillets,frozen"
030490,Frozen fish meat (excl. fillets),0342,"Fish,frozen (excluding fillets)"
030510,"Flours, meals and pellets of fish, fit for huma",03501,Fish meal fit for human consumption
030520,"Livers and roes, dried, smoked, salted or in br",03502,"Cod(not in fillets),dried,whether or not salted"
030530,"Fish fillets, dried, salted or in brine, but no",03503,"Fish,dried,salted or in brine (other than cod)"
030541,"Smoked Pacific, Atlantic and Danube salmon (inc",03504,"Fish,smoked (whether or not cooked)"
030542,Smoked herrings (incl. fillets),03504,"Fish,smoked (whether or not cooked)"
030549,Smoked fish (excl. salmon and herrings),03504,"Fish,smoked (whether or not cooked)"
030551,"Dried cod, not smoked",03502,"Cod(not in fillets),dried,whether or not salted"
030559,"Dried fish, not smoked (excl. cod)",03503,"Fish,dried,salted or in brine (other than cod)"
030561,Herrings salted or in brine but not dried or sm,03503,"Fish,dried,salted or in brine (other than cod)"
030562,Cod salted or in brine but not dried or smoked,03503,"Fish,dried,salted or in brine (other than cod)"
030563,Anchovies salted or in brine but not dried or s,03503,"Fish,dried,salted or in brine (other than cod)"
030569,Other fish salted or in brine but not dried or,03503,"Fish,dried,salted or in brine (other than cod)"
030611,Frozen rock lobster and other sea crawfish,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030612,Frozen lobsters,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030613,Frozen shrimps and prawns,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030614,Frozen crabs,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030619,"Frozen crustaceans,nes,including flours,meals &",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030621,Rock lobster and other sea crawfish (excl. froz,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030622,Lobsters (excl.frozen),0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030623,Shrimps and prawns (excl. frozen),0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030624,Crabs (excl.frozen),0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030629,"Crustaceans not frozen,nes,includ.flours,meals,",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030710,Oysters,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030721,"Scallops, live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030729,"Scallops (excl. live, fresh or chilled)",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030731,"Mussels, live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030739,"Mussels (excl. live, fresh or chilled)",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030741,"Cuttle fish and squid, live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030749,"Cuttle fish and squid (excl. live, fresh or chi",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030751,"Octopus live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030759,"Octopus (excl. live, fresh or chilled)",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030760,Snails other than sea snails,01189,"Meat & edible offals,fresh,chilled or frozen"
030791,"Aquatic invertebrates, nes, live, fresh or chil",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030799,"Aquatic invertebrates,nes,includ.flours,meals,p",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
040110,"Milk and cream of =<1% fat, not concentrated or",0223,"Milk & cream,fresh,not concentrated or sweetened"
040120,"Milk and cream of >1% but =<6% fat, not concent",0223,"Milk & cream,fresh,not concentrated or sweetened"
040130,"Milk and cream of >6% fat, not concentrated or",0223,"Milk & cream,fresh,not concentrated or sweetened"
040210,Milk and cream in solid forms of =<1.5% fat,02242,Milk in powder/granul.(weight not more 1.5% of fat
040221,"Milk and cream in solid forms of >1.5% fat, uns",02243,Milk & cream powder (weight more than 1.5% of fat)
040229,"Milk and cream in solid forms of >1.5% fat, swe",02243,Milk & cream powder (weight more than 1.5% of fat)
040291,"Concentrated milk and cream, unsweetened (excl.",02249,"Milk & cream,preserved,concentrated or sweetened"
040299,Sweetened milk and cream (excl. in solid form),02249,"Milk & cream,preserved,concentrated or sweetened"
040310,Yogurt,0223,"Milk & cream,fresh,not concentrated or sweetened"
040390,"Buttermilk, curdled milk and cream, etc (excl.",0223,"Milk & cream,fresh,not concentrated or sweetened"
040410,"Whey & modified whey, concentrated or not, or c",02241,Whey
040490,Products consisting of natural milk constituent,02249,"Milk & cream,preserved,concentrated or sweetened"
040500,Butter and other fats and oils derived from mil,0230,Butter
040610,"Fresh (unripened or uncured) cheese, including",0240,Cheese and curd
040620,Grated or powdered cheese,0240,Cheese and curd
040630,"Processed cheese, not grated or powdered",0240,Cheese and curd
040640,Blue-veined cheese,0240,Cheese and curd
040690,"Cheese, nes",0240,Cheese and curd
040700,"Birds' eggs, in shell, fresh, preserved or cook",0251,Eggs in shell
040811,Dried egg yolks,0252,Eggs not in shell
040819,Egg yolks (excl. dried),0252,Eggs not in shell
040891,"Dried birds' eggs, not in shell",0252,Eggs not in shell
040899,"Birds' eggs, not in shell (excl. dried)",0252,Eggs not in shell
040900,Natural honey,0616,Natural honey
041000,"Edible products of animal origin, nes",09808,"Edible products of animal origine,n.e.s."
050100,"Human hair and waste, unworked",29191,"Human hair,unworked,wheter or not washed/scoured"
050210,"Pigs', hogs', or boars' bristles or hair",29192,"Pigs,hogs,and boars bristels or hair;waste"
050290,Badger and other brush making hair,29192,"Pigs,hogs,and boars bristels or hair;waste"
050300,Horsehair and waste,26851,"Horsehair & waste,whether or not put up on a layer"
050400,"Guts, bladders and stomachs of animals (excl. f",29193,"Guts,bladders and stomachs of animals (no fish)"
050510,Raw feathers for stuffing; down,29196,"Skins and other parts of birds,with their feathers"
050590,Skins and parts of birds (excl. feathers for st,29196,"Skins and other parts of birds,with their feathers"
050610,Ossein and bones treated with acid,29111,"Bones (incl.of whales,seals etc)unworked,defatted"
050690,Bones and horn-cores (excl. ossein...),29111,"Bones (incl.of whales,seals etc)unworked,defatted"
050710,"Ivory, its powder and waste, unworked",29116,"Ivory,tortoise-shell,horns,antlers,hooves, etc."
050790,"Tortoise-shell, whalebone and whalebone-hair, e",29116,"Ivory,tortoise-shell,horns,antlers,hooves, etc."
050800,"Coral; shells of molluscs, crustaceans, unworke",29115,"Coral & similar substances,unworked/simply prepar."
050900,Natural sponges of animal origin,29197,Natural sponges
051000,"Ambergris, castoreum, civet and musk; cantharid",29198,"Ambergris,castoreum etc;for pharmaceutic.products"
051110,Bovine semen,29199,Animal prod.nes;dead ani.unfit for human consumpt.
051191,"Products of fish, etc; dead animals of Chapter",29194,Fish waste
051199,"Animal products, nes; dead animals of Chapter 1",29199,Animal prod.nes;dead ani.unfit for human consumpt.
060110,"Dormant bulbs, tubers... rhizomes",29261,"Bulbs,tubers,tuberous roots,corms,crowns in growth"
060120,"Bulbs, tubers... rhizomes in growth or flower;",29261,"Bulbs,tubers,tuberous roots,corms,crowns in growth"
060210,Unrooted cuttings and slips,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060220,"Trees,shrubs,bushes,grafted or not,of kinds whi",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060230,Rhododendrons and azaleas,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060240,Roses,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060291,Mushroom spawn,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060299,"Other live plants, nes",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060310,Fresh cut flowers and buds,29271,Cut flowers & buds for bouquets/ornamental purpos.
060390,"Dried, dyed, bleached or otherwise prepared cut",29271,Cut flowers & buds for bouquets/ornamental purpos.
060410,"Moses and lichens for ornamental purposes, fres",29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
060491,"Fresh parts of plants, without flowers or buds,",29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
060499,"Parts of plants, without flowers or buds, for o",29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
070110,Seed potatoes,0541,"Potatoes,fresh or chilled,excl.sweet potatoes"
070190,"Other potatoes, fresh or chilled",0541,"Potatoes,fresh or chilled,excl.sweet potatoes"
070200,"Tomatoes, fresh or chilled",0544,"Tomatoes,fresh or chilled"
070310,"Onions and shallots, fresh or chilled",05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070320,"Garlic, fresh or chilled",05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070390,"Leeks and other alliaceous vegetables, nes",05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070410,"Cauliflowers and headed broccoli, fresh or chil",05459,"Vegetables,fresh or chilled,n.e.s."
070420,"Brussels sprouts, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070490,"White and red cabbages, kohlrabi, kale...etc, f",05459,"Vegetables,fresh or chilled,n.e.s."
070511,"Cabbage lettuce, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070519,"Lettuce, fresh or chilled, (excl. cabbage lettu",05459,"Vegetables,fresh or chilled,n.e.s."
070521,"Witloof chicory, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070529,"Chicory, fresh or chilled, (excl. witloof)",05459,"Vegetables,fresh or chilled,n.e.s."
070610,"Carrots and turnips, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070690,Beetroot...radishes and other similar edible ro,05459,"Vegetables,fresh or chilled,n.e.s."
070700,"Cucumbers and gherkins, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070810,"Peas, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070820,"Beans, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070890,"Leguminous vegetables, fresh or chilled, nes",05459,"Vegetables,fresh or chilled,n.e.s."
070910,"Globe artichokes, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070920,"Asparagus, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070930,"Aubergines, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070940,"Celery, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070951,"Mushrooms, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070952,"Truffles, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070960,"Fruits of genus Capiscum or Pimenta, fresh or c",05459,"Vegetables,fresh or chilled,n.e.s."
070970,"Spinach, fresh or chilled",05459,"Vegetables,fresh or chilled,n.e.s."
070990,"Other vegetables, fresh or chilled, nes",05459,"Vegetables,fresh or chilled,n.e.s."
071010,"Potatoes, frozen",05461,"Vegetables, preserved by freezing,cooked or not"
071021,"Shelled or unshelled peas, frozen",05461,"Vegetables, preserved by freezing,cooked or not"
071022,"Shelled or unshelled beans, frozen",05461,"Vegetables, preserved by freezing,cooked or not"
071029,"Leguminous vegetables, shelled or unshelled, fr",05461,"Vegetables, preserved by freezing,cooked or not"
071030,"Spinach, frozen",05461,"Vegetables, preserved by freezing,cooked or not"
071040,"Sweet corn, frozen",09809,"Food preparations,n.e.s."
071080,"Vegetables, frozen, nes",05461,"Vegetables, preserved by freezing,cooked or not"
071090,"Mixtures of vegetables, frozen",05461,"Vegetables, preserved by freezing,cooked or not"
071110,"Onions provisionally preserved, not for immedia",05462,Vegetables provisionally preserved in brine etc.
071120,"Olives provisionally preserved, not for immedia",05462,Vegetables provisionally preserved in brine etc.
071130,"Capers provisionally preserved, not for immedia",05462,Vegetables provisionally preserved in brine etc.
071140,Cucumbers and gherkins provisionally preserved,05462,Vegetables provisionally preserved in brine etc.
071190,Other vegetables and  mixture of vegetables pro,05462,Vegetables provisionally preserved in brine etc.
071210,Dried potatoes,0561,"Vegetables,dried,dehydrated or evaporated"
071220,Dried onions,0561,"Vegetables,dried,dehydrated or evaporated"
071230,Dried mushrooms and truffles,0561,"Vegetables,dried,dehydrated or evaporated"
071290,"Dried vegetables, nes",0561,"Vegetables,dried,dehydrated or evaporated"
071310,"Dried peas, shelled",0542,"Beans,peas,lentils & other leguminous vegetables"
071320,"Dried chickpeas, shelled",0542,"Beans,peas,lentils & other leguminous vegetables"
071331,"Dried beans, shelled",0542,"Beans,peas,lentils & other leguminous vegetables"
071332,"Dried adzuki beans, shelled",0542,"Beans,peas,lentils & other leguminous vegetables"
071333,"Dried kidney beans, incl. white pea beans, shel",0542,"Beans,peas,lentils & other leguminous vegetables"
071339,"Dried beans, shelled, nes",0542,"Beans,peas,lentils & other leguminous vegetables"
071340,"Dried lentils, shelled",0542,"Beans,peas,lentils & other leguminous vegetables"
071350,"Dried broad beans and horse beans, shelled",0542,"Beans,peas,lentils & other leguminous vegetables"
071390,"Dried leguminous vegetables, shelled, nes",0542,"Beans,peas,lentils & other leguminous vegetables"
071410,"Manioc, fresh or dried",05481,"Manioc,arrowroot,salep,jerusalem artichokes etc."
071420,"Sweet potatoes, fresh or dried",05481,"Manioc,arrowroot,salep,jerusalem artichokes etc."
071490,"Roots and tubers with high starch content, fres",05481,"Manioc,arrowroot,salep,jerusalem artichokes etc."
080110,"Coconuts, fresh or dried",05771,"Coconuts,fresh or dried,shelled or not"
080120,"Brazil nuts, fresh or dried",05772,"Brazil nuts,fresh or dried,shelled or not"
080130,"Cashew nuts, fresh or dried",05773,"Cashew nuts,fresh or dried,shelled or not"
080211,"Almonds in shell, fresh or dried",05774,"Almonds.fresh or dried,shelled or not"
080212,"Almonds without shells, fresh or dried",05774,"Almonds.fresh or dried,shelled or not"
080221,"Hazlenuts in shell, fresh or dried",05775,"Hazelnuts,fresh or dried,shelled or not"
080222,"Hazlenuts without shells, fresh or dried",05775,"Hazelnuts,fresh or dried,shelled or not"
080231,"Walnuts in shell, fresh or dried",05779,"Edible nuts,fresh or dried,n.e.s. shelled or not"
080232,"Walnuts without shells, fresh or dried",05779,"Edible nuts,fresh or dried,n.e.s. shelled or not"
080240,"Chestnuts, fresh or dried",05779,"Edible nuts,fresh or dried,n.e.s. shelled or not"
080250,"Pistachio, fresh or dried",05779,"Edible nuts,fresh or dried,n.e.s. shelled or not"
080290,"Other nuts, fresh or dried, nes",05779,"Edible nuts,fresh or dried,n.e.s. shelled or not"
080300,"Bananas, including plantains, fresh or dried",0573,"Bananas,fresh or dried"
080410,"Dates, fresh or dried",05796,"Dates,fresh or dried"
080420,"Figs, fresh or dried",0576,"Figs,fresh or dried"
080430,"Pineapples, fresh or dried",05795,"Pineapples,fresh or dried"
080440,"Avocados, fresh or dried",05797,"Avocados,mangoes,guavas,fresh or dried"
080450,"Guavas, mangoes and mangosteens, fresh or dried",05797,"Avocados,mangoes,guavas,fresh or dried"
080510,"Oranges, fresh or dried",05711,"Oranges,fresh or dried"
080520,"Mandarins, clementines, wilkings...etc, fresh o",05712,"Mandarins,clementines & citrus hybrids fresh/dried"
080530,"Lemons and limes, fresh or dried",05721,"Lemons and limes,fresh or dried"
080540,"Grapefruit, fresh or dried",05722,"Grapefruit,fresh or dried"
080590,"Citrus fruit, fresh or dried, nes",05729,"Citrus fruit,n.e.s.,fresh or dried"
080610,Fresh grapes,05751,"Grapes,fresh"
080620,Dried grapes,05752,"Grapes,dried (raisins)"
080710,"Melons and watermelons, fresh",05798,Other fresh fruit
080720,"Papaws (papayas), fresh",05798,Other fresh fruit
080810,"Apples, fresh",0574,"Apples,fresh"
080820,"Pears and quinces, fresh",05792,"Pears and quinces,fresh"
080910,"Apricots, fresh",05793,"Stone fruit,n.e.s.,fresh"
080920,"Cherries, fresh",05793,"Stone fruit,n.e.s.,fresh"
080930,"Peaches, including nectarines, fresh",05793,"Stone fruit,n.e.s.,fresh"
080940,"Plums and sloes, fresh",05793,"Stone fruit,n.e.s.,fresh"
081010,"Strawberries, fresh",05794,"Berries,fresh"
081020,"Raspberries, blackberries, mulberries and logan",05794,"Berries,fresh"
081030,"Black, white or red currants and gooseberries,",05794,"Berries,fresh"
081040,"Cranberries, milberries...etc, fresh",05794,"Berries,fresh"
081090,"Other fruit, fresh, nes",05798,Other fresh fruit
081110,"Strawberries, frozen",05861,"Fruit,preserved by freezing,no sugar added"
081120,"Raspberries, blackberries...etc, frozen",05861,"Fruit,preserved by freezing,no sugar added"
081190,"Other fruit and nuts, frozen, nes",05861,"Fruit,preserved by freezing,no sugar added"
081210,"Cherries, provisionally preserved, not for imme",05863,Fruit provisionally preserved
081220,"Strawberries, provisionally preserved, not for",05863,Fruit provisionally preserved
081290,"Fruit and nuts, provisionally preserved, not fo",05863,Fruit provisionally preserved
081310,Dried apricots,05799,Other dried fruit
081320,Dried prunes,05799,Other dried fruit
081330,Dried apples,05799,Other dried fruit
081340,"Other dried fruit, nes",05799,Other dried fruit
081350,"Mixtures of dried fruit and nuts, nes",05799,Other dried fruit
081400,"Peel of citrus fruit or melons, fresh, frozen,",05864,"Peel of melons or citrus fruit,fresh,frozen,dried"
090111,"Coffee, not roasted or decaffeinated",07111,"Coffee,not roasted;coffee husks and skins"
090112,"Decaffeinated coffee, not roasted",07111,"Coffee,not roasted;coffee husks and skins"
090121,"Roasted coffee, not decaffeinated",07112,"Coffee,roasted"
090122,"Roasted, decaffeinated coffee",07112,"Coffee,roasted"
090130,Coffee husks and skins,07111,"Coffee,not roasted;coffee husks and skins"
090140,Coffee substitutes containing coffee,07113,Coffee substitutes contain. coffee in any proport.
