HS 1988/92 Product Code,HS 1988/92 Product Description,SITC Revision 3 Product Code,SITC Revision 3 Product Description
020500,"Meat of horses, asses, mules or hinnies, fresh,",0124,"Meat,equine,frsh/chl/frz"
020610,Fresh or chilled edible bovine offal,01251,"Beef offal,fresh/chilled"
020621,Frozen bovine tongues,01252,"Beef offal, frozen"
020622,Frozen bovine livers,01252,"Beef offal, frozen"
020629,Frozen edible bovine offal (excl. tongues and l,01252,"Beef offal, frozen"
020630,Fresh or chilled edible swine offal,01253,"Swine offal,fresh/chilld"
020641,Frozen swine livers,01254,"Swine offal, frozen"
020649,Frozen edible swine offal (excl. livers),01254,"Swine offal, frozen"
020680,"Fresh or chilled edible offal of sheep, goats,",01255,"Offal,sheep etc fresh/ch"
020690,"Frozen edible offal of sheep, goats, horses...",01256,"Offal,sheep etc frozen"
020710,Fresh or chilled whole poultry,01231,Poultry(whole)frsh/chld
020721,Frozen whole chickens,01232,Poultry(whole) frozen
020722,Frozen whole turkeys,01232,Poultry(whole) frozen
020723,"Frozen whole ducks, geese and guinea fowls",01232,Poultry(whole) frozen
020731,Fresh or chilled fatty livers of geese or ducks,01233,"Liver,goose/duck frsh/ch"
020739,Fresh or chilled poultry cuts and offal (excl.,01234,Poultry cuts fresh/chlld
020741,Frozen cuts and offal of chicken (excl. livers),01235,"Poultry cuts, frozen"
020742,Frozen cuts and offal of turkey (excl. livers),01235,"Poultry cuts, frozen"
020743,"Frozen cuts and offal of geese, ducks and guine",01235,"Poultry cuts, frozen"
020750,Frozen poultry livers,01236,Poultry liver frozen
020810,"Fresh, chilled or frozen meat and edible offal",01291,"Meat/offal,rabbit/hare"
020820,"Fresh, chilled or frozen frogs' legs",01292,Frogs legs
020890,"Fresh, chilled or frozen meat and edible offal,",01299,Other meat nes fr/ch/frz
020900,"Pig and poultry fat, fresh, chilled, frozen, sa",41131,"Pig,poultry fat unrendrd"
021011,"Unboned swine hams, shoulders and cuts thereof,",01611,Ham/shoulder/cuts w bone
021012,"Bellies and cuts thereof of swine, salted... or",01612,Pork bellies/streaky
021019,"Meat of swine, salted... or smoked, nes",01619,"Meat,swine,cured nes"
021020,"Meat of bovine animals, salted... or smoked",01681,Beef etc salted/smkd/dry
021090,"Other meat, nes, salted... or smoked; flours an",01689,Meat/offal cured nes etc
030110,Live ornamental fish,03411,"Fish, live"
030191,Live trout,03411,"Fish, live"
030192,Live eels,03411,"Fish, live"
030193,Live carp,03411,"Fish, live"
030199,Other live fish,03411,"Fish, live"
030211,Fresh or chilled trout,03412,"Salmon/trout, fresh"
030212,"Fresh or chilled Pacific, Atlantic and Danube s",03412,"Salmon/trout, fresh"
030219,Fresh or chilled salmonidae (excl. 0302.11 and,03412,"Salmon/trout, fresh"
030221,Fresh or chilled halibut,03413,"Fish, flat,fresh/chilled"
030222,Fresh or chilled plaice,03413,"Fish, flat,fresh/chilled"
030223,Fresh or chilled sole,03413,"Fish, flat,fresh/chilled"
030229,"Fresh or chilled flat fish (excl. halibut, plai",03413,"Fish, flat,fresh/chilled"
030231,Fresh or chilled albacore or longfinned tunas,03414,"Tuna/skipjack/bonito,f/c"
030232,Fresh or chilled yellowfin tunas,03414,"Tuna/skipjack/bonito,f/c"
030233,Fresh or chilled skipjack or stripe-bellied bon,03414,"Tuna/skipjack/bonito,f/c"
030239,"Fresh or chilled tunas, nes",03414,"Tuna/skipjack/bonito,f/c"
030240,Fresh or chilled herrings (excl. livers and roe,03415,"Herring/sardine/sprat,fc"
030250,Fresh or chilled cod (excl. livers and roes),03416,"Cod, fresh/chilled"
030261,"Fresh or chilled sardines, brisling or sparts",03415,"Herring/sardine/sprat,fc"
030262,Fresh or chilled haddock,03418,"Fish, n.e.s. fresh/chld"
030263,Fresh or chilled coalfish,03418,"Fish, n.e.s. fresh/chld"
030264,Fresh or chilled mackerel,03417,"Mackerel, fresh/chilled"
030265,Fresh or chilled dogfish and other sharks,03418,"Fish, n.e.s. fresh/chld"
030266,Fresh or chilled eels,03418,"Fish, n.e.s. fresh/chld"
030269,"Fresh or chilled fish, nes",03418,"Fish, n.e.s. fresh/chld"
030270,Fresh or chilled fish livers and roes,03419,"Fish liver/roe,frsh/chld"
030310,Frozen Pacific salmon,03421,"Salmon/trout, frozen"
030321,Frozen trout,03421,"Salmon/trout, frozen"
030322,Frozen Atlantic and Danube salmon,03421,"Salmon/trout, frozen"
030329,"Frozen salmonidae (excl. Pacific, Atlantic, Dan",03421,"Salmon/trout, frozen"
030331,Frozen halibut,03422,"Fish, flat, frozen"
030332,Frozen plaice,03422,"Fish, flat, frozen"
030333,Frozen sole,03422,"Fish, flat, frozen"
030339,"Frozen flat fish (excl. halibut, plaice and sol",03422,"Fish, flat, frozen"
030341,Frozen albacore or longfinned tunas,03423,"Tuna/skipjack/bonito,frz"
030342,Frozen yellowfin tunas,03423,"Tuna/skipjack/bonito,frz"
030343,Frozen skipjack or stripe-bellied bonito,03423,"Tuna/skipjack/bonito,frz"
030349,"Frozen tunas, nes",03423,"Tuna/skipjack/bonito,frz"
030350,Frozen herrings (excl. livers and roes),03424,"Herring/sardine/sprat,fz"
030360,Frozen cod (excl. livers and roes),03425,"Cod,frozen,exc.liver/roe"
030371,"Frozen sardines, brisling or sprats",03424,"Herring/sardine/sprat,fz"
030372,Frozen haddock,03428,"Fish nes,frzn ex liv/roe"
030373,Frozen coalfish,03428,"Fish nes,frzn ex liv/roe"
030374,Frozen mackerel,03426,"Mackerel,frozen,exc.roe"
030375,Frozen dogfish and sharks,03428,"Fish nes,frzn ex liv/roe"
030376,Frozen eels,03428,"Fish nes,frzn ex liv/roe"
030377,Frozen sea-bass,03428,"Fish nes,frzn ex liv/roe"
030378,Frozen hake,03427,"Hake,frozen,exc.liv/roe"
030379,"Frozen fish, nes",03428,"Fish nes,frzn ex liv/roe"
030380,Frozen fish livers and roes,03429,"Fish liver/roe,frozen"
030410,Fresh or chilled fish fillets,03451,"Fish fillets/meat,frs/ch"
030420,Frozen fish fillets,0344,"Fish fillets,frozen"
030490,Frozen fish meat (excl. fillets),03455,"Fish meat exc.fillet,frz"
030510,"Flours, meals and pellets of fish, fit for huma",0355,Fish meal fit for food
030520,"Livers and roes, dried, smoked, salted or in br",0354,"Fish liver/roe,dr/sm/sal"
030530,"Fish fillets, dried, salted or in brine, but no",03512,"Fish fillets,dried/saltd"
030541,"Smoked Pacific, Atlantic and Danube salmon (inc",0353,Fish smoked(exc fillets)
030542,Smoked herrings (incl. fillets),0353,Fish smoked(exc fillets)
030549,Smoked fish (excl. salmon and herrings),0353,Fish smoked(exc fillets)
030551,"Dried cod, not smoked",03511,"Cod, dried"
030559,"Dried fish, not smoked (excl. cod)",03513,Fish(ex cod)dried/salted
030561,Herrings salted or in brine but not dried or sm,03529,"Fish n.e.s.salted,wet"
030562,Cod salted or in brine but not dried or smoked,03521,"Cod, salted,not drd/smkd"
030563,Anchovies salted or in brine but not dried or s,03522,"Anchovies,salted,not dry"
030569,Other fish salted or in brine but not dried or,03529,"Fish n.e.s.salted,wet"
030611,Frozen rock lobster and other sea crawfish,03619,Crustaceans n.e.s.frozen
030612,Frozen lobsters,03619,Crustaceans n.e.s.frozen
030613,Frozen shrimps and prawns,03611,"Shrimps/prawns, frozen"
030614,Frozen crabs,03619,Crustaceans n.e.s.frozen
030619,"Frozen crustaceans,nes,including flours,meals &",03619,Crustaceans n.e.s.frozen
030621,Rock lobster and other sea crawfish (excl. froz,0362,"Crustaceans, not frozen"
030622,Lobsters (excl.frozen),0362,"Crustaceans, not frozen"
030623,Shrimps and prawns (excl. frozen),0362,"Crustaceans, not frozen"
030624,Crabs (excl.frozen),0362,"Crustaceans, not frozen"
030629,"Crustaceans not frozen,nes,includ.flours,meals,",0362,"Crustaceans, not frozen"
030710,Oysters,03631,Oysters
030721,"Scallops, live, fresh or chilled",03635,"Shell fish nes,frsh/chld"
030729,"Scallops (excl. live, fresh or chilled)",03639,"Shell fish nes,fz/dr/sal"
030731,"Mussels, live, fresh or chilled",03635,"Shell fish nes,frsh/chld"
030739,"Mussels (excl. live, fresh or chilled)",03639,"Shell fish nes,fz/dr/sal"
030741,"Cuttle fish and squid, live, fresh or chilled",03633,"Octopus/squid,frsh/chlld"
030749,"Cuttle fish and squid (excl. live, fresh or chi",03637,"Octopus/squid,frz/dry/sa"
030751,"Octopus live, fresh or chilled",03633,"Octopus/squid,frsh/chlld"
030759,"Octopus (excl. live, fresh or chilled)",03637,"Octopus/squid,frz/dry/sa"
030760,Snails other than sea snails,01293,Edible snails(not sea)
030791,"Aquatic invertebrates, nes, live, fresh or chil",03635,"Shell fish nes,frsh/chld"
030799,"Aquatic invertebrates,nes,includ.flours,meals,p",03639,"Shell fish nes,fz/dr/sal"
040110,"Milk and cream of =<1% fat, not concentrated or",02211,Milk (max fat 1%)
040120,"Milk and cream of >1% but =<6% fat, not concent",02212,Milk (fat 1%-6%)
040130,"Milk and cream of >6% fat, not concentrated or",02213,Cream (min fat 6%)
040210,Milk and cream in solid forms of =<1.5% fat,02221,"Milk powder, fat < 1.5%"
040221,"Milk and cream in solid forms of >1.5% fat, uns",02222,Milk/cream powder nes
040229,"Milk and cream in solid forms of >1.5% fat, swe",02222,Milk/cream powder nes
040291,"Concentrated milk and cream, unsweetened (excl.",02223,"Milk(ex dry) prsvd,unswt"
040299,Sweetened milk and cream (excl. in solid form),02224,"Milk(ex dry) prsvd,swtnd"
040310,Yogurt,02231,Yogurt
040390,"Buttermilk, curdled milk and cream, etc (excl.",02232,Buttermilk etc.
040410,"Whey & modified whey, concentrated or not, or c",02241,Whey
040490,Products consisting of natural milk constituent,02249,Natural milk prods n.e.s
040500,Butter and other fats and oils derived from mil,0230,"Butter, milk fats"
040610,"Fresh (unripened or uncured) cheese, including",02491,"Cheese,unfermented,n.e.s"
040620,Grated or powdered cheese,0241,"Cheese,grated/powdered"
040630,"Processed cheese, not grated or powdered",0242,"Cheese,processed n.e.s."
040640,Blue-veined cheese,0243,"Cheese, blue veined"
040690,"Cheese, nes",02499,Cheese and curd nes
040700,"Birds' eggs, in shell, fresh, preserved or cook",0251,Eggs in shell
040811,Dried egg yolks,02521,Eggs - dried
040819,Egg yolks (excl. dried),02522,"Eggs,preserved exc dried"
040891,"Dried birds' eggs, not in shell",02521,Eggs - dried
040899,"Birds' eggs, not in shell (excl. dried)",02522,"Eggs,preserved exc dried"
040900,Natural honey,0616,Natural honey
041000,"Edible products of animal origin, nes",09892,Edible animl prodcts nes
050100,"Human hair and waste, unworked",29191,"Human hair,unworked,etc"
050210,"Pigs', hogs', or boars' bristles or hair",29192,"Brush-making hair,etc"
050290,Badger and other brush making hair,29192,"Brush-making hair,etc"
050300,Horsehair and waste,26851,Horsehair and its waste
050400,"Guts, bladders and stomachs of animals (excl. f",29193,"Gut,bladders,etc nonfish"
050510,Raw feathers for stuffing; down,29195,Birds skins/feathers/etc
050590,Skins and parts of birds (excl. feathers for st,29195,Birds skins/feathers/etc
050610,Ossein and bones treated with acid,29111,Bones etc.
050690,Bones and horn-cores (excl. ossein...),29111,Bones etc.
050710,"Ivory, its powder and waste, unworked",29116,Ivory/tortoise-shell/etc
050790,"Tortoise-shell, whalebone and whalebone-hair, e",29116,Ivory/tortoise-shell/etc
050800,"Coral; shells of molluscs, crustaceans, unworke",29115,Coral/shells/cuttlebone
050900,Natural sponges of animal origin,29197,Natural sponges
051000,"Ambergris, castoreum, civet and musk; cantharid",29198,Ambergris/civet/musk/etc
051110,Bovine semen,29194,Bovine semen
051191,"Products of fish, etc; dead animals of Chapter",29196,Fish/shellfish waste
051199,"Animal products, nes; dead animals of Chapter 1",29199,Animal products n.e.s.
060110,"Dormant bulbs, tubers... rhizomes",29261,Bulbs/tubers/corms/etc
060120,"Bulbs, tubers... rhizomes in growth or flower;",29261,Bulbs/tubers/corms/etc
060210,Unrooted cuttings and slips,29269,Live plants/cuttings nes
060220,"Trees,shrubs,bushes,grafted or not,of kinds whi",29269,Live plants/cuttings nes
060230,Rhododendrons and azaleas,29269,Live plants/cuttings nes
060240,Roses,29269,Live plants/cuttings nes
060291,Mushroom spawn,29269,Live plants/cuttings nes
060299,"Other live plants, nes",29269,Live plants/cuttings nes
060310,Fresh cut flowers and buds,29271,Cut flowers
060390,"Dried, dyed, bleached or otherwise prepared cut",29271,Cut flowers
060410,"Moses and lichens for ornamental purposes, fres",29272,"Cut foliage, etc"
060491,"Fresh parts of plants, without flowers or buds,",29272,"Cut foliage, etc"
060499,"Parts of plants, without flowers or buds, for o",29272,"Cut foliage, etc"
070110,Seed potatoes,0541,Potatoes frsh excl sweet
070190,"Other potatoes, fresh or chilled",0541,Potatoes frsh excl sweet
070200,"Tomatoes, fresh or chilled",0544,Tomatoes fresh/chilled
070310,"Onions and shallots, fresh or chilled",05451,"Onions/shallot,frsh/chld"
070320,"Garlic, fresh or chilled",05452,Garlic/leek/etc frsh/chd
070390,"Leeks and other alliaceous vegetables, nes",05452,Garlic/leek/etc frsh/chd
070410,"Cauliflowers and headed broccoli, fresh or chil",05453,Cabbages etc fresh/chld
070420,"Brussels sprouts, fresh or chilled",05453,Cabbages etc fresh/chld
070490,"White and red cabbages, kohlrabi, kale...etc, f",05453,Cabbages etc fresh/chld
070511,"Cabbage lettuce, fresh or chilled",05454,Letuce/chicory frsh/chld
070519,"Lettuce, fresh or chilled, (excl. cabbage lettu",05454,Letuce/chicory frsh/chld
070521,"Witloof chicory, fresh or chilled",05454,Letuce/chicory frsh/chld
070529,"Chicory, fresh or chilled, (excl. witloof)",05454,Letuce/chicory frsh/chld
070610,"Carrots and turnips, fresh or chilled",05455,"Root vegetables,frsh/chd"
070690,Beetroot...radishes and other similar edible ro,05455,"Root vegetables,frsh/chd"
070700,"Cucumbers and gherkins, fresh or chilled",05456,Cucumber/gherkin frsh/ch
070810,"Peas, fresh or chilled",05457,"Legumes, fresh/chilled"
070820,"Beans, fresh or chilled",05457,"Legumes, fresh/chilled"
070890,"Leguminous vegetables, fresh or chilled, nes",05457,"Legumes, fresh/chilled"
070910,"Globe artichokes, fresh or chilled",05459,"Vegetables nes,frsh/chld"
070920,"Asparagus, fresh or chilled",05459,"Vegetables nes,frsh/chld"
070930,"Aubergines, fresh or chilled",05459,"Vegetables nes,frsh/chld"
070940,"Celery, fresh or chilled",05459,"Vegetables nes,frsh/chld"
070951,"Mushrooms, fresh or chilled",05458,Mushrooms/truffles
070952,"Truffles, fresh or chilled",05458,Mushrooms/truffles
070960,"Fruits of genus Capiscum or Pimenta, fresh or c",05459,"Vegetables nes,frsh/chld"
070970,"Spinach, fresh or chilled",05459,"Vegetables nes,frsh/chld"
070990,"Other vegetables, fresh or chilled, nes",05459,"Vegetables nes,frsh/chld"
071010,"Potatoes, frozen",05469,Vegetables n.e.s. frozen
071021,"Shelled or unshelled peas, frozen",05469,Vegetables n.e.s. frozen
071022,"Shelled or unshelled beans, frozen",05469,Vegetables n.e.s. frozen
071029,"Leguminous vegetables, shelled or unshelled, fr",05469,Vegetables n.e.s. frozen
071030,"Spinach, frozen",05469,Vegetables n.e.s. frozen
071040,"Sweet corn, frozen",05461,"Sweet corn, frozen"
071080,"Vegetables, frozen, nes",05469,Vegetables n.e.s. frozen
071090,"Mixtures of vegetables, frozen",05469,Vegetables n.e.s. frozen
071110,"Onions provisionally preserved, not for immedia",0547,Vegetables prov preservd
071120,"Olives provisionally preserved, not for immedia",0547,Vegetables prov preservd
071130,"Capers provisionally preserved, not for immedia",0547,Vegetables prov preservd
071140,Cucumbers and gherkins provisionally preserved,0547,Vegetables prov preservd
071190,Other vegetables and  mixture of vegetables pro,0547,Vegetables prov preservd
071210,Dried potatoes,05611,"Potatoes, dried"
071220,Dried onions,05612,"Onions, dried"
071230,Dried mushrooms and truffles,05613,"Mushrooms/truffles,dried"
071290,"Dried vegetables, nes",05619,Dried vegatables nes
071310,"Dried peas, shelled",05421,Peas
071320,"Dried chickpeas, shelled",05422,Dried chickpeas
071331,"Dried beans, shelled",05423,Dried beans n.e.s.
071332,"Dried adzuki beans, shelled",05423,Dried beans n.e.s.
071333,"Dried kidney beans, incl. white pea beans, shel",05423,Dried beans n.e.s.
071339,"Dried beans, shelled, nes",05423,Dried beans n.e.s.
071340,"Dried lentils, shelled",05424,Dried lentils
071350,"Dried broad beans and horse beans, shelled",05425,Dried broad/horse beans
071390,"Dried leguminous vegetables, shelled, nes",05429,Dried legumes nes
071410,"Manioc, fresh or dried",05481,"Manioc(cassava),frsh/drd"
071420,"Sweet potatoes, fresh or dried",05483,"Roots,tubers nes frs/drd"
071490,"Roots and tubers with high starch content, fres",05483,"Roots,tubers nes frs/drd"
080110,"Coconuts, fresh or dried",05771,Coconuts fresh/dried
080120,"Brazil nuts, fresh or dried",05772,"Brazil nuts, fresh/dried"
080130,"Cashew nuts, fresh or dried",05773,"Cashew nuts, fresh/dried"
080211,"Almonds in shell, fresh or dried",05774,"Almonds, fresh/dried"
080212,"Almonds without shells, fresh or dried",05774,"Almonds, fresh/dried"
080221,"Hazlenuts in shell, fresh or dried",05775,"Hazelnuts, fresh/dried"
080222,"Hazlenuts without shells, fresh or dried",05775,"Hazelnuts, fresh/dried"
080231,"Walnuts in shell, fresh or dried",05776,"Walnuts, fresh/dried"
080232,"Walnuts without shells, fresh or dried",05776,"Walnuts, fresh/dried"
080240,"Chestnuts, fresh or dried",05777,"Chestnuts, fresh/dried"
080250,"Pistachio, fresh or dried",05778,"Pistachios, fresh/dried"
080290,"Other nuts, fresh or dried, nes",05779,"Nuts edible,frsh/dry nes"
080300,"Bananas, including plantains, fresh or dried",0573,"Banana/plantain,frsh/dry"
080410,"Dates, fresh or dried",05796,"Dates, fresh/dried"
080420,"Figs, fresh or dried",0576,"Figs,fresh or dried"
080430,"Pineapples, fresh or dried",05795,"Pineapples, fresh/dried"
080440,"Avocados, fresh or dried",05797,Avocado/mango/guava frsh
080450,"Guavas, mangoes and mangosteens, fresh or dried",05797,Avocado/mango/guava frsh
080510,"Oranges, fresh or dried",05711,"Oranges,fresh or dried"
080520,"Mandarins, clementines, wilkings...etc, fresh o",05712,Mandarins etc frsh/dried
080530,"Lemons and limes, fresh or dried",05721,"Lemons/limes,fresh/dried"
080540,"Grapefruit, fresh or dried",05722,"Grapefruits,fresh/dried"
080590,"Citrus fruit, fresh or dried, nes",05729,"Citrus nes,fresh/dried"
080610,Fresh grapes,05751,Grapes fresh
080620,Dried grapes,05752,Grapes dried(raisins)
080710,"Melons and watermelons, fresh",05791,Melons/papaws fresh
080720,"Papaws (papayas), fresh",05791,Melons/papaws fresh
080810,"Apples, fresh",0574,Apples fresh
080820,"Pears and quinces, fresh",05792,Pears/quinces fresh
080910,"Apricots, fresh",05793,"Stone fruit nes, fresh"
080920,"Cherries, fresh",05793,"Stone fruit nes, fresh"
080930,"Peaches, including nectarines, fresh",05793,"Stone fruit nes, fresh"
080940,"Plums and sloes, fresh",05793,"Stone fruit nes, fresh"
081010,"Strawberries, fresh",05794,Berries fresh
081020,"Raspberries, blackberries, mulberries and logan",05794,Berries fresh
081030,"Black, white or red currants and gooseberries,",05794,Berries fresh
081040,"Cranberries, milberries...etc, fresh",05794,Berries fresh
081090,"Other fruit, fresh, nes",05798,Other fresh fruit
081110,"Strawberries, frozen",05831,"Strawberries, frozen"
081120,"Raspberries, blackberries...etc, frozen",05832,"Berry fruits nes,frozen"
081190,"Other fruit and nuts, frozen, nes",05839,Fruit/nut nes cook/frozn
081210,"Cherries, provisionally preserved, not for imme",05821,Fruit temp preserved
081220,"Strawberries, provisionally preserved, not for",05821,Fruit temp preserved
081290,"Fruit and nuts, provisionally preserved, not fo",05821,Fruit temp preserved
081310,Dried apricots,05799,"Dried fruit nes,mixtures"
081320,Dried prunes,05799,"Dried fruit nes,mixtures"
081330,Dried apples,05799,"Dried fruit nes,mixtures"
081340,"Other dried fruit, nes",05799,"Dried fruit nes,mixtures"
081350,"Mixtures of dried fruit and nuts, nes",05799,"Dried fruit nes,mixtures"
081400,"Peel of citrus fruit or melons, fresh, frozen,",05822,"Fruit peel, temp presvd."
090111,"Coffee, not roasted or decaffeinated",07111,Coffee not roasted/decaf
090112,"Decaffeinated coffee, not roasted",07112,Coffee decaff not roastd
090121,"Roasted coffee, not decaffeinated",0712,Coffee roasted
090122,"Roasted, decaffeinated coffee",0712,Coffee roasted
090130,Coffee husks and skins,07113,Coffee husks/skins
090140,Coffee substitutes containing coffee,07132,Coffee/substitute mixes
090210,Green tea in immediate packings,07411,"Green tea, pack to 3kg"
090220,"Green tea, nes",07412,"Green tea, bulk"
090230,Black tea (fermented) and partly fermented tea,07413,"Black tea, pack to 3kg"
090240,"Black tea (fermented) and partly fermented tea,",07414,"Black tea, bulk"
090300,Mate,07431,Mate
090411,Dried pepper (excl. crushed or ground),07511,Pepper whole
090412,"Pepper, crushed or ground",07512,Pepper crushed/ground
090420,"Fruits of genus Capiscum or Pimenta, dried, cru",07513,Capsicum dry/crush/grnd
090500,Vanilla,07521,Vanilla
090610,"Cinnamon and cinnamon-tree flowers, neither cru",07522,"Cinnamon,etc whole"
090620,"Cinnamon and cinnamon-tree flowers, crushed or",07523,"Cinnamon,crushed/ground"
090700,"Cloves (whole fruit, cloves and stems)",07524,"Cloves, whole/clove/stem"
090810,Nutmeg,07525,Nutmeg/mace/cardamoms
090820,Mace,07525,Nutmeg/mace/cardamoms
090830,Cardamoms,07525,Nutmeg/mace/cardamoms
090910,Seeds of anise or badian,07526,Seed spices
090920,Seeds of coriander,07526,Seed spices
090930,Seeds of cumin,07526,Seed spices
090940,Seeds of caraway,07526,Seed spices
090950,Seeds of fennel; juniper berries,07526,Seed spices
091010,Ginger,07527,Ginger (excpt preserved)
091020,Saffron,07528,Thyme/saffron/bay leaves
091030,Turmeric (curcuma),07529,"Spices nes, mixtures"
091040,"Thyme, bay leaves",07528,Thyme/saffron/bay leaves
091050,Curry,07529,"Spices nes, mixtures"
091091,Spice mixtures,07529,"Spices nes, mixtures"
091099,"Other spices, nes",07529,"Spices nes, mixtures"
100110,Durum wheat,0411,Durum wheat
100190,"Spelt, common wheat and meslin",0412,Wheat nes/meslin
100200,Rye,0451,Rye
100300,Barley,0430,Barley grain
100400,Oats,0452,Oats
100510,Maize seed,0441,Maize seed ex sweet corn
100590,Maize (excl. seed),0449,Maize ex sweet corn nes
100610,Rice in the husk (paddy or rough),0421,Rice in the husk
100620,Husked (brown) rice,0422,Rice husked(brown)
100630,Semi-milled or wholly milled rice,04231,Rice milled unbroken
100640,Broken rice,04232,"Rice milled, broken"
100700,Grain sorghum,0453,Grain sorghum
100810,Buckwheat,04592,Buckwheat
100820,Millet,04591,Millet
100830,Canary seed,04593,Canary seed
100890,"Other cereal, nes",04599,Cereals grains nes
110100,Wheat or meslin flour,0461,Flour of wheat or meslin
110210,Rye flour,04719,Cereal meal/flour nes
110220,Maize (corn) flour,04711,Maize (corn) flour
110230,Rice flour,04719,Cereal meal/flour nes
110290,"Other cereal flour, nes",04719,Cereal meal/flour nes
110311,Groats and meal of wheat,0462,Wheat meal/groats/pellet
110312,Groats and meal of oats,04722,Cereal groats/meal n.e.s
110313,Groats and meal of maize (corn),04721,Maize meal/groats
110314,Groats and meal of rice,04722,Cereal groats/meal n.e.s
110319,"Groats and meal of other cereals, nes",04722,Cereal groats/meal n.e.s
110321,Wheat pellets,0462,Wheat meal/groats/pellet
110329,Pellets of other cereals (excl. wheat),04729,"Cereal pellets,non-wheat"
110411,Rolled or flaked barley grains,04813,Cereal nes rolled/flaked
110412,Rolled or flaked oat grains,04813,Cereal nes rolled/flaked
110419,"Rolled or flaked grains of other cereals, nes",04813,Cereal nes rolled/flaked
110421,"Other worked grains of barley, nes",04814,"Cereal,prepd nes ex rice"
110422,"Other worked grains of oats, nes",04814,"Cereal,prepd nes ex rice"
110423,"Other worked grains of maize (corn), nes",04814,"Cereal,prepd nes ex rice"
110429,"Other worked grains of other cereals, nes",04814,"Cereal,prepd nes ex rice"
110430,"Cereal germ, whole, rolled, flaked or ground",04815,Cereal germ prepared
110510,Potato flour and meal,05641,"Potato flour,meal"
110520,"Potato flakes, granules and pellets",05642,Potato flaked
110610,Flour and meal of the dried leguminous vegetabl,05646,Legume flour/meal
110620,"Flour and meal of sago, roots or tubers of 0714",05647,Veg root/tubr flour/meal
110630,"Flour, meal and powder of products of Chapter 8",05648,Fruit/nut meal/flour
110710,Malt not roasted,0482,Malt/ malt flour
110720,Roasted malt,0482,Malt/ malt flour
110811,Wheat starch,59211,Wheat starch
110812,Maize (corn) starch,59212,Maize (corn) starch
110813,Potato starch,59213,Potato starch
110814,Manioc (cassava) starch,59214,Manioc (cassava) starch
110819,"Other starches, nes",59215,Starches nes
110820,Inulin,59216,Inulin
110900,Wheat gluten,59217,Wheat gluten
120100,Soya beans,2222,Soya beans
120210,"Ground-nuts in shell, not roasted or otherwise",22211,Groundnuts in shell
120220,"Shelled ground-nuts, not roasted or otherwise c",22212,Groundnuts shelled
120300,Copra,2231,Copra
120400,Linseed,2234,Linseed
120500,Rape or colza seeds,22261,Rape and colza seeds
120600,Sunflower seeds,2224,Sunflower seeds
120710,Palm nuts and kernels,2232,Palm nuts and kernels
