HS - Combined  Product Code,HS - Combined  Product Description,SITC Revision 3 Product Code,SITC Revision 3 Product Description
491000,"Calendars of any kind, printed, including calendar blocks.",89284,Calendars on paper
491110,"Trade advertising material, commercial catalogues and the like",89286,"Trade adv matrl,catalog"
491191,"Pictures, designs and photographs",89287,Pictures/designs/photos
491199,Other,89289,Other printed matter
500100,Silkworm cocoons suitable for reeling.,26141,Silk worm cocoons
500200,Raw silk (not thrown).,2613,Raw silk not thrown
500310,(-2006) Not carded or combed,26142,Silk waste uncarded
500390,(-2006) Other,26149,Silk waste other
500400,Silk yarn (other than yarn spun from silk waste) not put up for retail sale.,65192,"Silk yarn non waste,bulk"
500500,"Yarn spun from silk waste, not put up for retail sale.",65193,Silk waste yarn in bulk
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut.",65194,Silk yarn for retail
500710,Fabrics of noil silk,65411,Woven noil silk fabric
500720,"Other fabrics, containing 85 % or more by weight of silk or of silk waste other than noil silk",65413,Woven silk >85% fabr nes
500790,Other fabrics,65419,Woven silk fabrics nes
510111,Shorn wool,26811,"Wool, shorn, greasy"
510119,Other,26819,"Wool, greasy, nes"
510121,Shorn wool,26821,"Wool degreased,uncarboni"
510129,Other,26821,"Wool degreased,uncarboni"
510130,Carbonised,26829,"Wool degreased,carbonisd"
510210,(-2001) Fine animal hair,2683,"Fine animal hair,uncombd"
510211,(2002-) Of Kashmir (cashmere) goats,2683,"Fine animal hair,uncombd"
510219,(2002-) Other,2683,"Fine animal hair,uncombd"
510220,Coarse animal hair,26859,Coarse hair nes uncombed
510310,Noils of wool or of fine animal hair,26863,Noils of wool/hair waste
510320,Other waste of wool or of fine animal hair,26869,Waste wool/hair nes
510330,Waste of coarse animal hair,26869,Waste wool/hair nes
510400,Garnetted stock of wool or of fine or coarse animal hair.,26862,Garnetted wool/hair wast
510510,Carded wool,26871,Wool carded/combed fragm
510521,Combed wool in fragments,26871,Wool carded/combed fragm
510529,Other,26873,Wool tops/combed wool
510530,"(-2001) Fine animal hair, carded or combed",26877,Animal hair combd/carded
510531,(2002-) Of Kashmir (cashmere) goats,26877,Animal hair combd/carded
510539,(2002-) Other,26877,Animal hair combd/carded
510540,"Coarse animal hair, carded or combed",26877,Animal hair combd/carded
510610,Containing 85 % or more by weight of wool,65112,Carded wool yarn in bulk
510620,Containing less than 85 % by weight of wool,65117,Carded wool blend yarn
510710,Containing 85 % or more by weight of wool,65113,Combed wool yarn in bulk
510720,Containing less than 85 % by weight of wool,65118,Combed wool blend yarn
510810,Carded,65114,Fine hair yarn in bulk
510820,Combed,65114,Fine hair yarn in bulk
510910,Containing 85 % or more by weight of wool or of fine animal hair,65116,"Wool etc yarn, retail"
510990,Other,65119,"Wool blend yarn, retail"
511000,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale.",65115,Coarse hair yarn in bulk
511111,Of a weight not exceeding 300 g/m²,65421,"Wovn card wool,fine hair"
511119,Other,65421,"Wovn card wool,fine hair"
511120,"Other, mixed mainly or solely with manmade filaments",65431,"Wovn card wool,h/manmade"
511130,"Other, mixed mainly or solely with manmade staple fibres",65431,"Wovn card wool,h/manmade"
511190,Other,65433,"Woven card wool,h/other"
511211,Of a weight not exceeding 200 g/m²,65422,"Wovn comb wool,fine hair"
511219,Other,65422,"Wovn comb wool,fine hair"
511220,"Other, mixed mainly or solely with manmade filaments",65432,"Wovn comb wool,h/manmade"
511230,"Other, mixed mainly or solely with manmade staple fibres",65432,"Wovn comb wool,h/manmade"
511290,Other,65434,"Woven comb wool,h/other"
511300,Woven fabrics of coarse animal hair or of horsehair.,65492,Coarse hair woven fabric
520100,"Cotton, not carded or combed.",2631,"Raw cotton,excl linters"
520210,Yarn waste (including thread waste),26331,Cotton yarn waste
520291,Garnetted stock,26332,Cotton garnetted stock
520299,Other,26339,Cotton waste n.e.s.
520300,"Cotton, carded or combed.",2634,"Cotton,carded/combed"
520411,Containing 85 % or more by weight of cotton,65121,"Cotton sewing thrd, bulk"
520419,Other,65121,"Cotton sewing thrd, bulk"
520420,Put up for retail sale,65122,Cotton sewing thr retail
520511,Measuring 714.29 decitex or more (not exceeding 14 metric number),65133,Cotton(>85%)yarn bulk
520512,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),65133,Cotton(>85%)yarn bulk
520513,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),65133,Cotton(>85%)yarn bulk
520514,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),65133,Cotton(>85%)yarn bulk
520515,Measuring less than 125 decitex (exceeding 80 metric number),65133,Cotton(>85%)yarn bulk
520521,Measuring 714.29 decitex or more (not exceeding 14 metric number),65133,Cotton(>85%)yarn bulk
520522,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),65133,Cotton(>85%)yarn bulk
520523,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),65133,Cotton(>85%)yarn bulk
520524,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),65133,Cotton(>85%)yarn bulk
520525,"(-1995) Combed single cotton yarn, with >=85% cott",65133,Cotton(>85%)yarn bulk
520526,(1996-) Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number),65133,Cotton(>85%)yarn bulk
520527,(1996-) Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number),65133,Cotton(>85%)yarn bulk
520528,(1996-) Measuring less than 83.33 decitex (exceeding 120 metric number),65133,Cotton(>85%)yarn bulk
520531,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520532,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520533,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520534,Measuring per single yarn less than 192.31 decitex but not less than  125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520535,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520541,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520542,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520543,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520544,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520545,"(-1995) Combed cabled cotton yarn, with >=85% cott",65133,Cotton(>85%)yarn bulk
520546,(1996-) Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520547,(1996-) Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520548,(1996-) Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn),65133,Cotton(>85%)yarn bulk
520611,Measuring 714.29 decitex or more (not exceeding 14 metric number),65134,Cotton(<85%)yarn bulk
520612,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not  exceeding 43 metric number),65134,Cotton(<85%)yarn bulk
520613,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),65134,Cotton(<85%)yarn bulk
520614,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),65134,Cotton(<85%)yarn bulk
520615,Measuring less than 125 decitex (exceeding 80 metric number),65134,Cotton(<85%)yarn bulk
520621,Measuring 714.29 decitex or more (not exceeding 14 metric number),65134,Cotton(<85%)yarn bulk
520622,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),65134,Cotton(<85%)yarn bulk
520623,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),65134,Cotton(<85%)yarn bulk
520624,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),65134,Cotton(<85%)yarn bulk
520625,Measuring less than 125 decitex (exceeding 80 metric number),65134,Cotton(<85%)yarn bulk
520631,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520632,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520633,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520634,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520635,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520641,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520642,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520643,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520644,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520645,Measuring per single yarn less than 125 decitex  (exceeding 80 metric number per single yarn),65134,Cotton(<85%)yarn bulk
520710,Containing 85 % or more by weight of cotton,65131,"Cotton (>85%)yarn,retail"
520790,Other,65132,"Cotton yarn nes, retail"
520811,"Plain weave, weighing not more than 100 g/m2",65221,Woven cottn unbl<200g/m2
520812,"Plain weave, weighing more than 100 g/m2",65221,Woven cottn unbl<200g/m2
520813,"3thread or 4thread twill, including cross twill",65221,Woven cottn unbl<200g/m2
520819,Other fabrics,65221,Woven cottn unbl<200g/m2
520821,"Plain weave, weighing not more than 100 g/m2",65231,Woven cotton bleach<200g
520822,"Plain weave, weighing more than 100 g/m2",65231,Woven cotton bleach<200g
520823,"3thread or 4thread twill, including cross twill",65231,Woven cotton bleach<200g
520829,Other fabrics,65231,Woven cotton bleach<200g
520831,"Plain weave, weighing not more than 100 g/m2",65232,Woven cotton dyed  <200g
520832,"Plain weave, weighing more than 100 g/m2",65232,Woven cotton dyed  <200g
520833,"3thread or 4thread twill, including cross twill",65232,Woven cotton dyed  <200g
520839,Other fabrics,65232,Woven cotton dyed  <200g
520841,"Plain weave, weighing not more than 100 g/m2",65233,Color woven cotton <200g
520842,"Plain weave, weighing more than 100 g/m2",65233,Color woven cotton <200g
520843,"3thread or 4thread twill, including cross twill",65233,Color woven cotton <200g
520849,Other fabrics,65233,Color woven cotton <200g
520851,"Plain weave, weighing not more than 100 g/m2",65234,Woven cotton print <200g
520852,"Plain weave, weighing more than 100 g/m2",65234,Woven cotton print <200g
520853,"(-2006) 3thread or 4thread twill, including cross twill",65234,Woven cotton print <200g
520859,Other fabrics,65234,Woven cotton print <200g
520911,Plain weave,65222,Woven cottn unbl>200g/m2
520912,"3thread or 4thread twill, including cross twill",65222,Woven cottn unbl>200g/m2
520919,Other fabrics,65222,Woven cottn unbl>200g/m2
520921,Plain weave,65241,Woven cotton bleach>200g
520922,"3thread or 4thread twill, including cross twill",65241,Woven cotton bleach>200g
520929,Other fabrics,65241,Woven cotton bleach>200g
520931,Plain weave,65242,Woven cotton dyed  >200g
520932,"3thread or 4thread twill, including cross twill",65242,Woven cotton dyed  >200g
520939,Other fabrics,65242,Woven cotton dyed  >200g
520941,Plain weave,65244,Color woven cotton >200g
520942,Denim,65243,Woven cotton denim >200g
520943,"Other fabrics of 3thread or 4thread twill, including cross twill",65244,Color woven cotton >200g
520949,Other fabrics,65244,Color woven cotton >200g
520951,Plain weave,65245,Woven cotton print >200g
520952,"3thread or 4thread twill, including cross twill",65245,Woven cotton print >200g
520959,Other fabrics,65245,Woven cotton print >200g
521011,Plain weave,65223,Woven cotton mix<200g/m2
521012,"(-2006) 3thread or 4thread twill, including cross twill",65223,Woven cotton mix<200g/m2
521019,Other fabrics,65223,Woven cotton mix<200g/m2
521021,Plain weave,65251,Woven cotn mix blch<200g
521022,"(-2006) 3thread or 4thread twill, including cross twill",65251,Woven cotn mix blch<200g
521029,Other fabrics,65251,Woven cotn mix blch<200g
521031,Plain weave,65252,Woven cotn mix dyed<200g
521032,"3thread or 4thread twill, including cross twill",65252,Woven cotn mix dyed<200g
521039,Other fabrics,65252,Woven cotn mix dyed<200g
521041,Plain weave,65253,Color woven ctn mix<200g
521042,"(-2006) 3thread or 4thread twill, including cross twill",65253,Color woven ctn mix<200g
521049,Other fabrics,65253,Color woven ctn mix<200g
521051,Plain weave,65254,Woven cotn mix prnt<200g
521052,"(-2006) 3thread or 4thread twill, including cross twill",65254,Woven cotn mix prnt<200g
521059,Other fabrics,65254,Woven cotn mix prnt<200g
521111,Plain weave,65224,Woven cotton mix>200g/m2
521112,"3thread or 4thread twill, including cross twill",65224,Woven cotton mix>200g/m2
521119,Other fabrics,65224,Woven cotton mix>200g/m2
521121,(-2006) Plain weave,65261,Woven cotn mix blch>200g
521122,"(-2006) 3thread or 4thread twill, including cross twill",65261,Woven cotn mix blch>200g
521129,(-2006) Other fabrics,65261,Woven cotn mix blch>200g
521131,Plain weave,65262,Woven cotn mix dyed>200g
521132,"3thread or 4thread twill, including cross twill",65262,Woven cotn mix dyed>200g
521139,Other fabrics,65262,Woven cotn mix dyed>200g
521141,Plain weave,65264,Color wovn cotn mix>200g
521142,Denim,65263,Woven cotn mix denm>200g
521143,"Other fabrics of 3thread or 4thread twill, including  cross twill",65264,Color wovn cotn mix>200g
521149,Other fabrics,65264,Color wovn cotn mix>200g
521151,Plain weave,65265,Woven cotn mix prnt>200g
521152,"3thread or 4thread twill, including cross twill",65265,Woven cotn mix prnt>200g
521159,Other fabrics,65265,Woven cotn mix prnt>200g
521211,Unbleached,65225,Woven cotton nes<200g/m2
521212,Bleached,65291,Blchd wovn cotn nes<200g
521213,Dyed,65292,Dyed woven cotn nes<200g
521214,Of yarns of different colours,65293,Color wovn cotn nes<200g
521215,Printed,65294,Print wovn cotn nes<200g
521221,Unbleached,65226,Woven cotton nes>200g/m2
521222,Bleached,65295,Blchd wovn cotn nes>200g
521223,Dyed,65296,Dyed woven cotn nes>200g
521224,Of yarns of different colours,65297,Color wovn cotn nes>200g
521225,Printed,65298,Print wovn cotn nes>200g
530110,"Flax, raw or retted",26511,"Flax,raw/retted"
530121,Broken or scutched,26512,"Flax,broken/scutched/etc"
530129,Other,26512,"Flax,broken/scutched/etc"
530130,Flax tow and waste,26513,Flax tow/waste
530210,"True hemp, raw or retted",26521,True hemp raw/retted
530290,Other,26529,True hemp/tow/waste nes
530310,"Jute and other textile bast fibres, raw or retted",2641,"Jute/bast fibre,raw/rett"
530390,Other,2649,Jute etc tow/waste etc
530410,"(-2006) Sisal and other textile fibres of the genus Agave, raw",26541,"Sisal/agave fibres, raw"
530490,(-2006) Other,26549,Sisal etc. nes
530511,(-2006) Raw,26571,Coconut fibre (coir) raw
530519,(-2006) Other,26579,Coconut fibre nes
530521,(-2006) Raw,26551,Abaca (manila hemp) raw
530529,(-2006) Other,26559,Abaca tow/waste/nes
530590,(2002-2006) Other,26589,Veg text fibre nes/waste
530591,(-2001) Other :-- Raw,26581,Oth veg text fibre - raw
530599,(-2001) Other,26589,Veg text fibre nes/waste
530610,Single,65196,Flax yarn
530620,Multiple (folded) or cabled,65196,Flax yarn
530710,Single,65197,Jute etc yarn
530720,Multiple (folded) or cabled,65197,Jute etc yarn
530810,Coir yarn,65199,"Veg fibre yarn nes,paper"
530820,True hemp yarn,65199,"Veg fibre yarn nes,paper"
530830,(-2001) Paper yarn,65199,"Veg fibre yarn nes,paper"
530890,Other,65199,"Veg fibre yarn nes,paper"
530911,Unbleached or bleached,65441,Woven flax fabric >85%
530919,Other,65441,Woven flax fabric >85%
530921,Unbleached or bleached,65442,Woven flax fabric <85%
530929,Other,65442,Woven flax fabric <85%
531010,Unbleached,6545,Woven jute etc fabrics
531090,Other,6545,Woven jute etc fabrics
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.,65493,Wovn veg text fibre fabr
540110,Of synthetic filaments,65141,Synth filament sewing th
540120,Of artificial filaments,65142,Artif filament sewing th
540210,(-2006) High tenacity yarn of nylon or other polyamides,65162,Nylon/polyam hi-ten yarn
540220,High tenacity yarn of polyesters,65162,Nylon/polyam hi-ten yarn
540231,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex",65151,Nylon/polyamide fil yarn
540232,"Of nylon or other polyamides, measuring per single yarn more than 50 tex",65151,Nylon/polyamide fil yarn
540233,Of polyesters,65152,Polyester filament yarn
540239,Other,65159,Synth filament yarn nes
540241,(-2006) Of nylon or other polyamides,65163,Single untw syn yarn nes
540242,"(-2006) Of polyesters, partially oriented",65163,Single untw syn yarn nes
540243,"(-2006) Of polyesters, other",65163,Single untw syn yarn nes
540249,Other,65163,Single untw syn yarn nes
540251,Of nylon or other polyamides,65164,Singl twist syn yarn nes
540252,Of polyesters,65164,Singl twist syn yarn nes
540259,Other,65164,Singl twist syn yarn nes
540261,Of nylon or other polyamides,65169,Multi-fil synth yarn nes
540262,Of polyesters,65169,Multi-fil synth yarn nes
540269,Other,65169,Multi-fil synth yarn nes
540310,High tenacity yarn of viscose rayon,65173,Bulk hi-ten viscos rayon
540320,(-2006) Textured yarn,65172,Bulk textured artif yarn
540331,"Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre",65174,Bulk visco-rayon <120t/m
540332,"Of viscose rayon, with a twist exceeding 120 turns per metre",65175,Single artif yarn nes
540333,Of cellulose acetate,65175,Single artif yarn nes
540339,Other,65175,Single artif yarn nes
540341,Of viscose rayon,65176,Multi-fil artif yarn nes
540342,Of cellulose acetate,65176,Multi-fil artif yarn nes
540349,Other,65176,Multi-fil artif yarn nes
540410,(-2006) Monofilament,65188,Syn monof yarn>67decitex
540490,Other,65188,Syn monof yarn>67decitex
540500,"Artificial monofilament of 67 decitex or more and of which no crosssectional dimension exceeds 1 mm; strip and the  like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.",65177,Artif monfil >67 decitex
540610,(-2006) Synthetic filament yarn,65161,Synth fil yarn retail
540620,(-2006) Artificial filament yarn,65171,Artif filam yarn retail
540710,Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters,65311,Wvn hi-ten syn yarn fabr
540720,Woven fabrics obtained from strip or the like,65312,Woven fabr frm strip etc
540730,Fabrics specified in Note 9 to Section XI,65313,Bonded syn yarn fabrics
540741,Unbleached or bleached,65314,Woven polyamide fabr nes
540742,Dyed,65314,Woven polyamide fabr nes
540743,Of yarns of different colours,65314,Woven polyamide fabr nes
540744,Printed,65314,Woven polyamide fabr nes
540751,Unbleached or bleached,65315,Wovn text.pestr fab nes
540752,Dyed,65315,Wovn text.pestr fab nes
540753,Of yarns of different colours,65315,Wovn text.pestr fab nes
540754,Printed,65315,Wovn text.pestr fab nes
540760,"(-1995) Other woven fabrics of synthetic yarn, >=8",65316,Woven polyester fabr nes
540761,(1996-) Containing 85 % or more by weight of nontextured polyester filaments,65316,Woven polyester fabr nes
540769,(1996-) Other,65317,Wovn synth fil fabrc nes
540771,Unbleached or bleached,65317,Wovn synth fil fabrc nes
540772,Dyed,65317,Wovn synth fil fabrc nes
540773,Of yarns of different colours,65317,Wovn synth fil fabrc nes
540774,Printed,65317,Wovn synth fil fabrc nes
540781,Unbleached or bleached,65318,Wovn synth mix fabrc nes
540782,Dyed,65318,Wovn synth mix fabrc nes
540783,Of yarns of different colours,65318,Wovn synth mix fabrc nes
540784,Printed,65318,Wovn synth mix fabrc nes
540791,Unbleached or bleached,65319,Woven synth fil fab nes
540792,Dyed,65319,Woven synth fil fab nes
540793,Of yarns of different colours,65319,Woven synth fil fab nes
540794,Printed,65319,Woven synth fil fab nes
540810,Woven fabrics obtained from high tenacity yarn of viscose rayon,65351,Wovn viscose rayon fabrc
540821,Unbleached or bleached,65352,Wovn art fil/strip fabrc
540822,Dyed,65352,Wovn art fil/strip fabrc
540823,Of yarns of different colours,65352,Wovn art fil/strip fabrc
540824,Printed,65352,Wovn art fil/strip fabrc
540831,Unbleached or bleached,65359,Wovn art fil fabric nes
540832,Dyed,65359,Wovn art fil fabric nes
540833,Of yarns of different colours,65359,Wovn art fil fabric nes
540834,Printed,65359,Wovn art fil fabric nes
550110,Of nylon or other polyamides,26661,Nylon/polyamide fil tow
550120,Of polyesters,26662,Polyester filament tow
550130,Acrylic or modacrylic,26663,Acrylic filament tow
550190,Other,26669,Synth filament tow nes
550200,Artificial filament tow.,26712,Artificial filament tow
550310,(-2006) Of nylon or other polyamides,26651,Nylon/polyamide fibres
550320,Of polyesters,26652,Polyester fibres
550330,Acrylic or modacrylic,26653,Acrylic/modacrylic fibre
550340,Of polypropylene,26659,Synth staple fibres nes
550390,Other,26659,Synth staple fibres nes
550410,Of viscose rayon,26711,Art fibres not processed
550490,Other,26711,Art fibres not processed
550510,Of synthetic fibres,26721,Waste of synthetic fibre
550520,Of artificial fibres,26722,Waste of artificial fibr
550610,Of nylon or other polyamides,26671,Nylon/polyamide spinable
550620,Of polyesters,26672,Polyester fibre spinable
550630,Acrylic or modacrylic,26673,Acrylic fibre spinable
550690,Other,26679,Synth fibre nes spinable
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning.",26713,Artif fibres for spining
550810,Of synthetic staple fibres,65143,Synth staple sewing thrd
550820,Of artificial staple fibres,65144,Artif staple sewing thrd
550911,Single yarn,65182,Syn stap(>85%)yarn bulk
550912,Multiple (folded) or cabled yarn,65182,Syn stap(>85%)yarn bulk
550921,Single yarn,65182,Syn stap(>85%)yarn bulk
550922,Multiple (folded) or cabled yarn,65182,Syn stap(>85%)yarn bulk
550931,Single yarn,65182,Syn stap(>85%)yarn bulk
550932,Multiple (folded) or cabled yarn,65182,Syn stap(>85%)yarn bulk
550941,Single yarn,65182,Syn stap(>85%)yarn bulk
550942,Multiple (folded) or cabled yarn,65182,Syn stap(>85%)yarn bulk
550951,Mixed mainly or solely with artificial staple fibres,65184,Syn stap(<85%)yarn bulk
550952,Mixed mainly or solely with wool or fine animal hair,65184,Syn stap(<85%)yarn bulk
550953,Mixed mainly or solely with cotton,65184,Syn stap(<85%)yarn bulk
550959,Other,65184,Syn stap(<85%)yarn bulk
550961,Mixed mainly or solely with wool or fine animal hair,65184,Syn stap(<85%)yarn bulk
550962,Mixed mainly or solely with cotton,65184,Syn stap(<85%)yarn bulk
550969,Other,65184,Syn stap(<85%)yarn bulk
550991,Mixed mainly or solely with wool or fine animal hair,65184,Syn stap(<85%)yarn bulk
550992,Mixed mainly or solely with cotton,65184,Syn stap(<85%)yarn bulk
550999,Other,65184,Syn stap(<85%)yarn bulk
551011,Single yarn,65186,Art stap(>85%)yarn bulk
551012,Multiple (folded) or cabled yarn,65186,Art stap(>85%)yarn bulk
551020,"Other yarn, mixed mainly or solely with wool or fine animal hair",65187,Art stap(<85%)yarn mixt.
551030,"Other yarn, mixed mainly or solely with cotton",65187,Art stap(<85%)yarn mixt.
551090,Other yarn,65187,Art stap(<85%)yarn mixt.
551110,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres",65181,Syn stap(>85%)yarn retl.
551120,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres",65183,Syn stap(<85%)yarn retl.
551130,Of artificial staple fibres,65185,Artif staple yarn retail
551211,Unbleached or bleached,65321,Wovn pester s.f. fabric
551219,Other,65321,Wovn pester s.f. fabric
551221,Unbleached or bleached,65325,Wovn acrylic s.f. fabric
551229,Other,65325,Wovn acrylic s.f. fabric
551291,Unbleached or bleached,65329,Wovn synth s.f.fabrc nes
551299,Other,65329,Wovn synth s.f.fabrc nes
551311,"Of polyester staple fibres, plain weave",65331,Wovn pester sf/ctn<170g
551312,"3thread or 4thread twill, including cross twill, of polyester staple fibres",65331,Wovn pester sf/ctn<170g
551313,Other woven fabrics of polyester staple fibres,65331,Wovn pester sf/ctn<170g
551319,Other woven fabrics,65332,Woven other sf/cotn<170g
551321,"Of polyester staple fibres, plain weave",65331,Wovn pester sf/ctn<170g
551322,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",65331,Wovn pester sf/ctn<170g
551323,Other woven fabrics of polyester staple fibres,65331,Wovn pester sf/ctn<170g
551329,Other woven fabrics,65332,Woven other sf/cotn<170g
551331,"Of polyester staple fibres, plain weave",65331,Wovn pester sf/ctn<170g
551332,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",65331,Wovn pester sf/ctn<170g
551333,(-2006) Other woven fabrics of polyester staple fibres,65331,Wovn pester sf/ctn<170g
551339,Other woven fabrics,65332,Woven other sf/cotn<170g
551341,"Of polyester staple fibres, plain weave",65331,Wovn pester sf/ctn<170g
551342,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",65331,Wovn pester sf/ctn<170g
551343,(-2006) Other woven fabrics of polyester staple fibres,65331,Wovn pester sf/ctn<170g
551349,Other woven fabrics,65332,Woven other sf/cotn<170g
551411,"Of polyester staple fibres, plain weave",65333,Wovn pester sf/ctn>170g
551412,"3thread or 4thread twill, including cross twill, of polyester staple fibres",65333,Wovn pester sf/ctn>170g
551413,(-2006) Other woven fabrics of polyester staple fibres,65333,Wovn pester sf/ctn>170g
551419,Other woven fabrics,65334,Woven other sf/cotn>170g
551421,"Of polyester staple fibres, plain weave",65333,Wovn pester sf/ctn>170g
551422,"3thread or 4thread twill, including cross twill, of polyester staple fibres",65333,Wovn pester sf/ctn>170g
551423,Other woven fabrics of polyester staple fibres,65333,Wovn pester sf/ctn>170g
551429,Other woven fabrics,65334,Woven other sf/cotn>170g
551431,"(-2006) Of polyester staple fibres, plain weave",65333,Wovn pester sf/ctn>170g
551432,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",65333,Wovn pester sf/ctn>170g
551433,(-2006) Other woven fabrics of polyester staple fibres,65333,Wovn pester sf/ctn>170g
551439,(-2006) Other woven fabrics,65334,Woven other sf/cotn>170g
551441,"Of polyester staple fibres, plain weave",65333,Wovn pester sf/ctn>170g
551442,"3thread or 4thread twill, including cross twill, of polyester staple fibres",65333,Wovn pester sf/ctn>170g
551443,Other woven fabrics of polyester staple fibres,65333,Wovn pester sf/ctn>170g
551449,Other woven fabrics,65334,Woven other sf/cotn>170g
551511,Mixed mainly or solely with viscose rayon staple fibres,65343,Wovn syn fib/nes blends
551512,Mixed mainly or solely with manmade filaments,65342,Wovn syn fib/manmade fab
551513,Mixed mainly or solely with wool or fine animal hair,65341,Wovn syn fib/wool fabric
551519,Other,65343,Wovn syn fib/nes blends
551521,Mixed mainly or solely with manmade filaments,65342,Wovn syn fib/manmade fab
551522,Mixed mainly or solely with wool or fine animal hair,65341,Wovn syn fib/wool fabric
